Year,FIPS,All Ages in Poverty Percent,Median Household Income in Dollars
1995,1007,18.1,"$26,651 "
1993,1007,20,"$22,789 "
1989,1007,18.9,"$19,604 "
2017,1009,12.8,"$48,253 "
2016,1009,14.1,"$47,213 "
2015,1009,14.7,"$50,487 "
2014,1009,17.5,"$45,567 "
2013,1009,17.2,"$44,392 "
2012,1009,16.2,"$44,225 "
2011,1009,14.9,"$41,940 "
2010,1009,16.5,"$42,906 "
2009,1009,14.6,"$41,520 "
2008,1009,13.1,"$46,086 "
2007,1009,13.1,"$43,266 "
2006,1009,12.8,"$41,494 "
2005,1009,11.4,"$40,588 "
2004,1009,12.4,"$38,643 "
2003,1009,11.9,"$37,758 "
2002,1009,12.6,"$36,386 "
2001,1009,13.6,"$36,175 "
2000,1009,12,"$36,863 "
1999,1009,12.3,"$35,304 "
1998,1009,12.9,"$35,623 "
1997,1009,13.3,"$32,676 "
1996,1009,NA,NA
1995,1009,13.7,"$30,584 "
1993,1009,15,"$27,607 "
1989,1009,13.4,"$24,035 "
2017,1011,34.4,"$29,113 "
2016,1011,32.6,"$34,278 "
2015,1011,39.6,"$28,251 "
2014,1011,35.1,"$26,580 "
2013,1011,35.2,"$25,937 "
2012,1011,32.3,"$25,854 "
2011,1011,32.8,"$26,038 "
2010,1011,31.1,"$25,969 "
2009,1011,34.7,"$24,206 "
2008,1011,33.6,"$26,980 "
2007,1011,34,"$24,969 "
2006,1011,32.9,"$23,095 "
2005,1011,38.2,"$21,728 "
2004,1011,30.3,"$20,485 "
2003,1011,26.5,"$20,903 "
2002,1011,31.4,"$20,137 "
2001,1011,32.9,"$20,367 "
2000,1011,28.6,"$21,400 "
1999,1011,26.6,"$21,183 "
1998,1011,28,"$22,231 "
1997,1011,29.2,"$20,401 "
1996,1011,NA,NA
1995,1011,33.7,"$19,063 "
1993,1011,33,"$15,734 "
1989,1011,34.1,"$13,273 "
2017,1013,21.3,"$36,842 "
2016,1013,24.8,"$35,409 "
2015,1013,25.8,"$33,868 "
2014,1013,25,"$32,512 "
2013,1013,28.8,"$31,041 "
2012,1013,26.3,"$30,605 "
2011,1013,24.1,"$30,489 "
2010,1013,28.1,"$29,500 "
2009,1013,29.4,"$27,794 "
2008,1013,22.3,"$31,449 "
2007,1013,23.2,"$30,460 "
2006,1013,22.8,"$29,158 "
2005,1013,23.1,"$28,058 "
2004,1013,21,"$27,244 "
2003,1013,20,"$26,951 "
2002,1013,20.4,"$25,826 "
2001,1013,21.6,"$25,284 "
2000,1013,20.7,"$25,763 "
1999,1013,21.9,"$24,715 "
1998,1013,23.4,"$23,988 "
1997,1013,23.4,"$22,813 "
1996,1013,NA,NA
1995,1013,25.4,"$21,918 "
1993,1013,27.1,"$19,053 "
1989,1013,26.3,"$16,683 "
2017,1015,17.7,"$45,937 "
2016,1015,17.1,"$41,778 "
2015,1015,20,"$42,091 "
2014,1015,20.5,"$41,123 "
2013,1015,21.4,"$37,898 "
2012,1015,21.4,"$39,212 "
2011,1015,20.9,"$39,060 "
2010,1015,23.5,"$37,916 "
2009,1015,19,"$37,340 "
2008,1015,17.6,"$39,997 "
2007,1015,17.1,"$37,478 "
2006,1015,17.6,"$36,684 "
2005,1015,16.9,"$35,937 "
2004,1015,16.9,"$34,813 "
2003,1015,16.4,"$33,137 "
2002,1015,15.8,"$32,013 "
2001,1015,16.3,"$31,849 "
2000,1015,15.1,"$32,604 "
1999,1015,16.3,"$31,389 "
1998,1015,16.1,"$31,866 "
1997,1015,16.2,"$30,432 "
1996,1015,NA,NA
1995,1015,17.5,"$27,265 "
1993,1015,18,"$26,297 "
1989,1015,15.2,"$23,688 "
2017,1017,18.2,"$36,883 "
2016,1017,19.9,"$39,530 "
2015,1017,22.4,"$35,560 "
2014,1017,21.3,"$34,116 "
2013,1017,22.5,"$33,883 "
2012,1017,21.5,"$32,320 "
2011,1017,23.7,"$33,500 "
2010,1017,28.5,"$30,061 "
2009,1017,20.7,"$30,621 "
2008,1017,18.7,"$35,614 "
2007,1017,15.6,"$33,904 "
2006,1017,18.3,"$32,014 "
2005,1017,16.2,"$31,538 "
2004,1017,17.2,"$30,573 "
2003,1017,16.3,"$30,844 "
2002,1017,16.1,"$29,993 "
2001,1017,16.3,"$29,824 "
2000,1017,15.4,"$30,505 "
1999,1017,16.6,"$29,203 "
1998,1017,16.8,"$29,260 "
1997,1017,16.8,"$28,093 "
1996,1017,NA,NA
1995,1017,18.4,"$25,571 "
1993,1017,18.8,"$24,175 "
1989,1017,15.6,"$21,277 "
2017,1019,17.2,"$44,842 "
2016,1019,16.8,"$41,456 "
2015,1019,19.4,"$39,144 "
2014,1019,18.6,"$38,013 "
2013,1019,20.1,"$37,478 "
2012,1019,19.6,"$37,868 "
2011,1019,23.8,"$34,738 "
2010,1019,21.2,"$34,410 "
2009,1019,18.4,"$38,024 "
2008,1019,17.7,"$38,028 "
2007,1019,18.9,"$37,376 "
2006,1019,18.1,"$37,097 "
2005,1019,16.2,"$33,858 "
2004,1019,16.1,"$33,564 "
2003,1019,15.3,"$32,158 "
2002,1019,16.3,"$31,011 "
2001,1019,16.9,"$30,738 "
2000,1019,15.6,"$31,436 "
1999,1019,15.4,"$30,182 "
1998,1019,16.1,"$29,839 "
1997,1019,15.8,"$28,922 "
1996,1019,NA,NA
1995,1019,15.8,"$26,719 "
1993,1019,15.4,"$24,479 "
1989,1019,14.2,"$21,072 "
2017,1021,16.8,"$46,405 "
2016,1021,18.3,"$44,188 "
2015,1021,20.2,"$42,767 "
2014,1021,18.1,"$41,450 "
2013,1021,20.3,"$41,348 "
2012,1021,20.1,"$39,621 "
2011,1021,18.3,"$38,833 "
2010,1021,20.4,"$38,553 "
2009,1021,18.7,"$38,916 "
2008,1021,17.1,"$40,292 "
2007,1021,16.7,"$39,663 "
2006,1021,19,"$36,717 "
2005,1021,16.1,"$36,098 "
2004,1021,14.8,"$35,507 "
2003,1021,14.9,"$34,201 "
2002,1021,15.9,"$33,129 "
2001,1021,16.3,"$32,883 "
2000,1021,15.3,"$33,650 "
1999,1021,15.4,"$32,256 "
1998,1021,16,"$31,970 "
1997,1021,16.3,"$30,539 "
1996,1021,NA,NA
1995,1021,17.5,"$28,524 "
1993,1021,18.6,"$24,685 "
1989,1021,17.1,"$21,144 "
2017,1023,23.7,"$36,711 "
2016,1023,22.7,"$32,691 "
2015,1023,24.4,"$35,089 "
2014,1023,25,"$35,049 "
2013,1023,22.4,"$33,581 "
2012,1023,20.8,"$33,390 "
2011,1023,27.3,"$32,940 "
2010,1023,20.7,"$32,003 "
2009,1023,22.8,"$31,067 "
2008,1023,22.9,"$30,728 "
2007,1023,21.8,"$31,508 "
2006,1023,23.5,"$28,730 "
2005,1023,24.4,"$27,512 "
2004,1023,20.2,"$27,690 "
2003,1023,18.8,"$26,829 "
2002,1023,18.7,"$25,928 "
2001,1023,19.5,"$25,878 "
2000,1023,18.8,"$26,388 "
1999,1023,20,"$25,647 "
1998,1023,21.1,"$26,723 "
1997,1023,22.3,"$24,714 "
1996,1023,NA,NA
1995,1023,23.6,"$23,193 "
1993,1023,25,"$20,848 "
1989,1023,25.4,"$18,426 "
2017,1025,23.3,"$36,719 "
2016,1025,29,"$34,061 "
2015,1025,22.2,"$37,317 "
2014,1025,24.9,"$36,620 "
2013,1025,25.4,"$34,593 "
2012,1025,21.5,"$34,606 "
2011,1025,26.3,"$32,642 "
2010,1025,24.9,"$33,739 "
2009,1025,29.1,"$32,729 "
2008,1025,20.6,"$34,101 "
2007,1025,21.8,"$32,627 "
2006,1025,25.6,"$29,659 "
2005,1025,20.9,"$29,531 "
2004,1025,20.9,"$28,776 "
2003,1025,19.2,"$28,644 "
2002,1025,19,"$27,987 "
2001,1025,20,"$28,010 "
2000,1025,19.1,"$28,734 "
1999,1025,20.7,"$27,685 "
1998,1025,20.9,"$28,044 "
1997,1025,21.8,"$26,898 "
1996,1025,NA,NA
1995,1025,23.3,"$25,078 "
1993,1025,24.4,"$22,578 "
1989,1025,23.7,"$20,030 "
2017,1027,18.1,"$39,642 "
2016,1027,18.9,"$38,512 "
2015,1027,18.4,"$38,908 "
2014,1027,19.5,"$35,940 "
2013,1027,19.6,"$33,344 "
2012,1027,19.1,"$34,579 "
2011,1027,18.7,"$32,454 "
2010,1027,20.6,"$33,035 "
2009,1027,19.2,"$34,831 "
2008,1027,16.9,"$33,032 "
2007,1027,15.5,"$36,009 "
2006,1027,15.6,"$32,512 "
2005,1027,15.8,"$33,512 "
2004,1027,13.9,"$31,194 "
2003,1027,14,"$29,456 "
2002,1027,14.2,"$28,765 "
2001,1027,15.7,"$28,289 "
2000,1027,14.3,"$28,940 "
1999,1027,14.7,"$27,792 "
1998,1027,14.5,"$28,323 "
1997,1027,14.8,"$26,809 "
1996,1027,NA,NA
1995,1027,14.7,"$25,737 "
1993,1027,16.2,"$22,603 "
1989,1027,15.6,"$19,481 "
2017,1029,16.1,"$45,480 "
2016,1029,17.2,"$43,483 "
2015,1029,18.9,"$42,136 "
2014,1029,17,"$40,418 "
2013,1029,18.9,"$40,407 "
2012,1029,18.6,"$38,235 "
2011,1029,17.2,"$39,153 "
2010,1029,17.8,"$37,566 "
2009,1029,17,"$37,870 "
2008,1029,14.8,"$37,742 "
2007,1029,15.4,"$38,918 "
2006,1029,15.9,"$35,119 "
2005,1029,15.5,"$34,287 "
2004,1029,14.7,"$34,128 "
2003,1029,14,"$32,834 "
2002,1029,15.2,"$31,359 "
2001,1029,16.5,"$31,125 "
2000,1029,14.4,"$31,551 "
1999,1029,14.4,"$30,502 "
1998,1029,14.4,"$31,153 "
1997,1029,14.7,"$29,104 "
1996,1029,NA,NA
1995,1029,15.3,"$26,852 "
1993,1029,15.6,"$24,815 "
1989,1029,13.7,"$22,445 "
2017,1031,15.5,"$51,998 "
2016,1031,14.4,"$48,632 "
2015,1031,16.2,"$46,858 "
2014,1031,16.8,"$46,931 "
2013,1031,18.5,"$44,666 "
2012,1031,15.1,"$45,631 "
2011,1031,16.9,"$42,173 "
2010,1031,20.1,"$40,779 "
2009,1031,15.7,"$43,296 "
2008,1031,15.2,"$43,145 "
2007,1031,16.5,"$36,819 "
2006,1031,14.2,"$41,417 "
2005,1031,15.1,"$37,025 "
2004,1031,14.2,"$37,066 "
2003,1031,13.7,"$35,739 "
2002,1031,14.4,"$34,621 "
2001,1031,15.5,"$33,916 "
2000,1031,14.4,"$34,561 "
1999,1031,14.6,"$33,251 "
1998,1031,14.5,"$32,925 "
1997,1031,14.9,"$31,316 "
1996,1031,NA,NA
1995,1031,14.9,"$29,569 "
1993,1031,14.9,"$28,186 "
1989,1031,12.9,"$25,856 "
2017,1033,15.4,"$46,100 "
2016,1033,16.7,"$46,572 "
2015,1033,18.1,"$41,171 "
2014,1033,16.7,"$43,057 "
2013,1033,16.3,"$40,032 "
2012,1033,16.2,"$39,771 "
2011,1033,18.7,"$37,269 "
2010,1033,19.2,"$37,455 "
2009,1033,16,"$37,111 "
2008,1033,12.7,"$39,947 "
2007,1033,16.5,"$37,530 "
2006,1033,14.4,"$36,690 "
2005,1033,15.7,"$35,590 "
2004,1033,14.7,"$34,575 "
2003,1033,14,"$33,550 "
2002,1033,14.2,"$32,206 "
2001,1033,14.8,"$32,249 "
2000,1033,13.1,"$33,227 "
1999,1033,13.6,"$31,930 "
1998,1033,14,"$32,190 "
1997,1033,13.5,"$31,413 "
1996,1033,NA,NA
1995,1033,14.1,"$29,080 "
1993,1033,15.3,"$25,374 "
1989,1033,14.8,"$21,964 "
2017,1035,23.7,"$30,796 "
2016,1035,28.1,"$29,758 "
2015,1035,28.3,"$29,981 "
2014,1035,30.6,"$29,101 "
2013,1035,30.5,"$27,196 "
2012,1035,31.3,"$27,110 "
2011,1035,27.9,"$26,914 "
2010,1035,25.7,"$27,855 "
2009,1035,27.5,"$26,882 "
2008,1035,24.9,"$27,068 "
2007,1035,24.7,"$27,555 "
2006,1035,26.3,"$25,992 "
2005,1035,27.7,"$24,587 "
2004,1035,23.1,"$24,334 "
2003,1035,22.1,"$23,726 "
2002,1035,22.6,"$23,366 "
2001,1035,23.5,"$23,177 "
2000,1035,22.8,"$23,683 "
1999,1035,24.2,"$23,069 "
1998,1035,25.7,"$24,100 "
1997,1035,27.4,"$22,643 "
1996,1035,NA,NA
1995,1035,28,"$21,610 "
1993,1035,27.4,"$19,103 "
1989,1035,27.4,"$16,284 "
2017,1037,17.4,"$42,442 "
2016,1037,17.5,"$36,441 "
2015,1037,20.3,"$36,078 "
2014,1037,18.8,"$34,679 "
2013,1037,19.9,"$35,175 "
2012,1037,21,"$32,960 "
2011,1037,25.5,"$34,391 "
2010,1037,18.6,"$33,721 "
2009,1037,16.7,"$34,795 "
2008,1037,15.7,"$36,050 "
2007,1037,15.1,"$34,667 "
2006,1037,16.7,"$32,424 "
2005,1037,18.7,"$31,142 "
2004,1037,14,"$30,173 "
2003,1037,13.5,"$29,801 "
2002,1037,15.3,"$28,979 "
2001,1037,15.5,"$29,114 "
2000,1037,14.5,"$29,926 "
1999,1037,15,"$28,261 "
1998,1037,15.8,"$27,289 "
1997,1037,16.1,"$26,531 "
1996,1037,NA,NA
1995,1037,16.1,"$25,003 "
1993,1037,17.3,"$22,353 "
1989,1037,16.9,"$19,215 "
2017,1039,17.7,"$39,093 "
2016,1039,19.6,"$35,010 "
2015,1039,22.3,"$36,355 "
2014,1039,20.8,"$36,149 "
2013,1039,19.2,"$35,187 "
2012,1039,20.9,"$34,017 "
2011,1039,24.2,"$32,138 "
2010,1039,20.9,"$33,484 "
2009,1039,22.5,"$32,179 "
2008,1039,18.9,"$33,773 "
2007,1039,19.4,"$32,490 "
2006,1039,16.9,"$30,293 "
2005,1039,18.4,"$30,847 "
2004,1039,18.7,"$29,237 "
2003,1039,17.5,"$28,670 "
2002,1039,17.8,"$27,654 "
2001,1039,18.7,"$27,108 "
2000,1039,17.6,"$27,531 "
1999,1039,18.5,"$26,636 "
1998,1039,19.7,"$26,598 "
1997,1039,19.5,"$25,691 "
1996,1039,NA,NA
1995,1039,20.9,"$24,201 "
1993,1039,21.6,"$21,785 "
1989,1039,19.5,"$18,965 "
2017,1041,19.9,"$38,419 "
2016,1041,20.5,"$37,374 "
2015,1041,19.9,"$36,759 "
2014,1041,21.2,"$34,445 "
2013,1041,22.2,"$34,105 "
2012,1041,20.1,"$33,648 "
2011,1041,18.2,"$34,534 "
2010,1041,20.3,"$35,577 "
2009,1041,20.6,"$31,849 "
2008,1041,18.9,"$34,402 "
2007,1041,18.3,"$33,156 "
2006,1041,20,"$30,576 "
2005,1041,23.5,"$29,410 "
2004,1041,18.6,"$28,909 "
2003,1041,17.6,"$28,358 "
2002,1041,17.9,"$27,425 "
2001,1041,19.7,"$26,965 "
2000,1041,19.1,"$27,345 "
1999,1041,20.2,"$25,931 "
1998,1041,20.4,"$25,353 "
1997,1041,20.7,"$23,472 "
1996,1041,NA,NA
1995,1041,22,"$21,926 "
1993,1041,22.8,"$19,783 "
1989,1041,23.6,"$15,765 "
2017,1043,13.8,"$45,925 "
2016,1043,14.9,"$41,543 "
2015,1043,19.4,"$39,290 "
2014,1043,17.2,"$39,922 "
2013,1043,16.4,"$40,142 "
2012,1043,18.7,"$37,938 "
2011,1043,18.2,"$39,395 "
2010,1043,19.2,"$37,948 "
2009,1043,19.3,"$37,425 "
2008,1043,14.8,"$39,276 "
2007,1043,14.2,"$39,194 "
2006,1043,15.7,"$35,774 "
2005,1043,14.7,"$36,693 "
2004,1043,13.8,"$35,150 "
2003,1043,13.3,"$34,056 "
2002,1043,14,"$32,821 "
2001,1043,14.2,"$32,877 "
2000,1043,12.8,"$33,441 "
1999,1043,12.9,"$32,336 "
1998,1043,13.2,"$32,609 "
1997,1043,13,"$30,705 "
1996,1043,NA,NA
1995,1043,13.9,"$28,824 "
1993,1043,15.4,"$26,035 "
1989,1043,14.9,"$22,311 "
2017,1045,17.7,"$42,572 "
2016,1045,20.6,"$40,523 "
2015,1045,18.5,"$45,294 "
2014,1045,22.4,"$41,940 "
2013,1045,20.1,"$41,805 "
2012,1045,19.1,"$40,125 "
2011,1045,18.8,"$41,568 "
2010,1045,17.8,"$41,287 "
2009,1045,16.2,"$41,279 "
2008,1045,15,"$42,867 "
2007,1045,16.7,"$41,214 "
2006,1045,16.9,"$36,969 "
2005,1045,16,"$36,422 "
2004,1045,16.7,"$34,065 "
2003,1045,15.7,"$32,774 "
2002,1045,16.1,"$32,103 "
2001,1045,16.4,"$31,966 "
2000,1045,15.3,"$32,824 "
1999,1045,16.4,"$31,267 "
1998,1045,16.9,"$31,303 "
1997,1045,17.3,"$30,476 "
1996,1045,NA,NA
1995,1045,17.3,"$28,578 "
1993,1045,17.2,"$27,397 "
1989,1045,14.3,"$23,419 "
2017,1047,27.9,"$31,329 "
2016,1047,35.4,"$30,488 "
2015,1047,34.6,"$29,682 "
2014,1047,35.2,"$26,602 "
2013,1047,31.3,"$27,524 "
2012,1047,36.8,"$27,400 "
2011,1047,35.7,"$25,859 "
2010,1047,35.6,"$26,195 "
2009,1047,35,"$27,088 "
2008,1047,29.9,"$27,992 "
2007,1047,30.2,"$27,647 "
2006,1047,28.2,"$26,135 "
2005,1047,34.9,"$24,936 "
2004,1047,27.4,"$24,949 "
2003,1047,25.2,"$24,456 "
2002,1047,25,"$23,732 "
2001,1047,25.2,"$24,191 "
2000,1047,24.4,"$24,944 "
1999,1047,26.3,"$23,989 "
1998,1047,28,"$24,005 "
1997,1047,29.7,"$23,379 "
1996,1047,NA,NA
1995,1047,33.8,"$21,297 "
1993,1047,34.2,"$18,752 "
1989,1047,33.7,"$15,962 "
2017,1049,19.5,"$39,906 "
2016,1049,20.5,"$37,128 "
2015,1049,20.6,"$37,305 "
2014,1049,24,"$36,241 "
2013,1049,20,"$36,713 "
2012,1049,18.1,"$37,644 "
2011,1049,20.3,"$35,487 "
2010,1049,20.8,"$34,822 "
2009,1049,21.7,"$33,919 "
2008,1049,18.7,"$35,377 "
2007,1049,18.4,"$35,558 "
2006,1049,17.1,"$31,613 "
2005,1049,19.4,"$31,501 "
2004,1049,15.8,"$32,286 "
2003,1049,15.1,"$31,310 "
2002,1049,16.1,"$30,331 "
2001,1049,16.7,"$30,297 "
2000,1049,14.8,"$31,087 "
1999,1049,15.3,"$29,648 "
1998,1049,16.2,"$29,364 "
1997,1049,15.5,"$27,948 "
1996,1049,NA,NA
1995,1049,16.5,"$26,955 "
1993,1049,17.3,"$23,710 "
1989,1049,16.8,"$20,404 "
2017,1051,12,"$59,652 "
2016,1051,13.5,"$54,553 "
2015,1051,14,"$53,548 "
2014,1051,14.4,"$54,298 "
2013,1051,13.4,"$51,650 "
2012,1051,13.8,"$52,324 "
2011,1051,13.8,"$54,866 "
2010,1051,12.5,"$51,013 "
2009,1051,14.2,"$50,194 "
2008,1051,11.4,"$53,296 "
2007,1051,11.3,"$49,193 "
2006,1051,13,"$50,006 "
2005,1051,13.1,"$45,474 "
2004,1051,12.5,"$43,645 "
2003,1051,12.4,"$42,687 "
2002,1051,13,"$41,046 "
2001,1051,13.4,"$40,445 "
2000,1051,12.1,"$41,233 "
1999,1051,11.8,"$39,029 "
1998,1051,12.6,"$36,723 "
1997,1051,13.1,"$35,305 "
1996,1051,NA,NA
1995,1051,13.7,"$34,013 "
1993,1051,15.9,"$29,825 "
1989,1051,14.6,"$25,448 "
2017,1053,23.3,"$37,870 "
2016,1053,23.3,"$35,096 "
2015,1053,24.4,"$36,840 "
2014,1053,25.1,"$37,077 "
2013,1053,27.8,"$33,455 "
2012,1053,27.9,"$33,588 "
2011,1053,25.5,"$32,838 "
2010,1053,26.1,"$31,365 "
2009,1053,22,"$31,443 "
2008,1053,24.1,"$32,009 "
2007,1053,22.4,"$34,615 "
2006,1053,22.4,"$32,844 "
2005,1053,22.2,"$30,600 "
2004,1053,20.1,"$29,330 "
2003,1053,18.7,"$28,608 "
2002,1053,20.2,"$27,711 "
2001,1053,19.9,"$28,029 "
2000,1053,18.6,"$28,942 "
1999,1053,18.7,"$27,750 "
1998,1053,20.2,"$27,350 "
1997,1053,20.8,"$25,712 "
1996,1053,NA,NA
1995,1053,23.8,"$24,341 "
1993,1053,24.4,"$22,364 "
1989,1053,22.2,"$19,506 "
2017,1055,18.1,"$41,791 "
2016,1055,17.5,"$40,972 "
2015,1055,19,"$42,145 "
2014,1055,19,"$39,904 "
2013,1055,19.6,"$38,587 "
2012,1055,21,"$35,737 "
2011,1055,21,"$34,927 "
2010,1055,19,"$36,088 "
2009,1055,17.2,"$38,575 "
2008,1055,16.7,"$37,264 "
2007,1055,17.4,"$35,420 "
2006,1055,16.7,"$32,448 "
2005,1055,15.8,"$32,973 "
2004,1055,16.1,"$32,727 "
2003,1055,15.7,"$31,512 "
2002,1055,16.5,"$30,494 "
2001,1055,17,"$30,516 "
2000,1055,15.5,"$31,490 "
1999,1055,15.9,"$29,999 "
1998,1055,16.2,"$29,619 "
1997,1055,16.9,"$28,747 "
1996,1055,NA,NA
1995,1055,17.8,"$27,413 "
1993,1055,17.9,"$24,857 "
1989,1055,14.9,"$22,255 "
2017,1057,19.4,"$39,394 "
2016,1057,20.3,"$38,403 "
2015,1057,20.4,"$37,085 "
2014,1057,20.6,"$35,664 "
2013,1057,20.7,"$35,661 "
2012,1057,17.6,"$35,720 "
2011,1057,22.5,"$32,648 "
2010,1057,27.3,"$32,643 "
2009,1057,19.6,"$34,262 "
2008,1057,19.8,"$34,092 "
2007,1057,17.2,"$35,957 "
2006,1057,16.7,"$34,465 "
2005,1057,17.9,"$31,720 "
2004,1057,17.4,"$30,595 "
2003,1057,16.1,"$30,216 "
2002,1057,16.5,"$29,309 "
2001,1057,16.9,"$29,684 "
2000,1057,15.5,"$30,362 "
1999,1057,16.2,"$29,214 "
1998,1057,16.7,"$29,473 "
1997,1057,15.6,"$28,717 "
1996,1057,NA,NA
1995,1057,17.4,"$26,629 "
1993,1057,18.6,"$23,833 "
1989,1057,17.2,"$21,425 "
2017,1059,20.5,"$41,025 "
2016,1059,20.1,"$37,049 "
2015,1059,21.1,"$38,535 "
2014,1059,23.1,"$33,881 "
2013,1059,23.1,"$33,332 "
2012,1059,19.5,"$33,173 "
2011,1059,19.9,"$33,705 "
2010,1059,21.6,"$33,649 "
2009,1059,21.8,"$32,588 "
2008,1059,19.5,"$35,248 "
2007,1059,20.1,"$30,765 "
2006,1059,17,"$30,911 "
2005,1059,19.5,"$29,698 "
2004,1059,17.8,"$29,234 "
2003,1059,17.4,"$28,277 "
2002,1059,18,"$27,370 "
2001,1059,18.5,"$27,618 "
2000,1059,16.9,"$28,341 "
1999,1059,16.9,"$27,505 "
1998,1059,17,"$27,971 "
1997,1059,16.6,"$26,592 "
1996,1059,NA,NA
1995,1059,17,"$26,003 "
1993,1059,18.1,"$22,698 "
1989,1059,16.8,"$19,607 "
2017,1061,21.7,"$38,561 "
2016,1061,20.9,"$36,976 "
2015,1061,22.4,"$36,289 "
2014,1061,23.9,"$34,425 "
2013,1061,23.6,"$35,378 "
2012,1061,22.8,"$33,347 "
2011,1061,24.4,"$33,835 "
2010,1061,20.3,"$34,418 "
2009,1061,19.4,"$31,347 "
2008,1061,17.8,"$32,027 "
2007,1061,19.5,"$33,734 "
2006,1061,19.5,"$30,230 "
2005,1061,20.3,"$29,492 "
2004,1061,18.1,"$28,787 "
2003,1061,17.6,"$28,040 "
2002,1061,18.6,"$27,180 "
2001,1061,20.1,"$26,992 "
2000,1061,18.4,"$27,382 "
1999,1061,18.5,"$26,536 "
1998,1061,18.6,"$27,049 "
1997,1061,18.7,"$26,009 "
1996,1061,NA,NA
1995,1061,18.9,"$24,586 "
1993,1061,19.4,"$23,098 "
1989,1061,18.6,"$19,515 "
2017,1063,33.2,"$28,108 "
2016,1063,34,"$26,559 "
2015,1063,37.7,"$25,398 "
2014,1063,33.2,"$26,504 "
2013,1063,35,"$25,864 "
2012,1063,34.1,"$24,592 "
2011,1063,35.1,"$24,738 "
2010,1063,31,"$27,117 "
2009,1063,28.4,"$26,131 "
2008,1063,30.3,"$26,001 "
2007,1063,31.3,"$25,137 "
2006,1063,33.2,"$23,404 "
2005,1063,33.9,"$22,436 "
2004,1063,26.5,"$22,439 "
2003,1063,25.1,"$21,963 "
2002,1063,27.3,"$20,763 "
2001,1063,28.4,"$20,771 "
2000,1063,26.8,"$21,163 "
1999,1063,28.5,"$20,185 "
1998,1063,32.7,"$19,050 "
1997,1063,35.5,"$17,602 "
1996,1063,NA,NA
1995,1063,40.1,"$16,274 "
1993,1063,38.8,"$14,288 "
1989,1063,42.2,"$12,303 "
2017,1065,25.1,"$34,905 "
2016,1065,23.7,"$35,381 "
2015,1065,28.5,"$35,470 "
2014,1065,28.1,"$33,315 "
2013,1065,25.7,"$33,597 "
2012,1065,27.9,"$31,025 "
2011,1065,28.5,"$31,044 "
2010,1065,24.8,"$31,790 "
2009,1065,26.6,"$30,124 "
2008,1065,26,"$31,091 "
2007,1065,24,"$31,481 "
2006,1065,24.9,"$29,268 "
2005,1065,30.4,"$27,535 "
2004,1065,22,"$26,841 "
2003,1065,20.8,"$26,138 "
2002,1065,22.6,"$25,121 "
2001,1065,24.6,"$25,063 "
2000,1065,21.7,"$26,400 "
1999,1065,23,"$24,706 "
1998,1065,25.4,"$21,976 "
1997,1065,26.6,"$20,704 "
1996,1065,NA,NA
1995,1065,30.8,"$19,815 "
1993,1065,31.4,"$16,761 "
1989,1065,35.9,"$12,949 "
2017,1067,17,"$48,094 "
2016,1067,18.7,"$41,426 "
2015,1067,17,"$42,501 "
2014,1067,17.3,"$39,930 "
2013,1067,18.2,"$41,590 "
2012,1067,19.2,"$37,108 "
2011,1067,18.7,"$39,788 "
2010,1067,18.1,"$37,851 "
2009,1067,18.7,"$35,215 "
2008,1067,18.6,"$36,453 "
2007,1067,17.9,"$35,076 "
2006,1067,17.8,"$35,398 "
2005,1067,17.6,"$33,191 "
2004,1067,17.1,"$32,441 "
2003,1067,16.3,"$31,504 "
2002,1067,16.3,"$30,534 "
2001,1067,17.1,"$30,154 "
2000,1067,16.3,"$31,049 "
1999,1067,16.9,"$29,695 "
1998,1067,17.3,"$29,084 "
1997,1067,18.1,"$28,276 "
1996,1067,NA,NA
1995,1067,18.4,"$26,589 "
1993,1067,19.1,"$24,581 "
1989,1067,18.3,"$20,669 "
2017,1069,16.6,"$44,753 "
2016,1069,19.4,"$42,910 "
2015,1069,18.3,"$43,568 "
2014,1069,20.1,"$40,124 "
2013,1069,18.1,"$39,636 "
2012,1069,19,"$40,609 "
2011,1069,17.5,"$40,428 "
2010,1069,17.9,"$39,290 "
2009,1069,17.7,"$38,751 "
2008,1069,15.1,"$42,523 "
2007,1069,15.7,"$40,461 "
2006,1069,16.3,"$37,415 "
2005,1069,14.9,"$37,947 "
2004,1069,15.8,"$36,616 "
2003,1069,15.3,"$35,866 "
2002,1069,15.4,"$34,605 "
2001,1069,16,"$34,500 "
2000,1069,15,"$35,287 "
1999,1069,15.8,"$33,486 "
1998,1069,16.2,"$33,234 "
1997,1069,16.4,"$32,086 "
1996,1069,NA,NA
1995,1069,17,"$30,673 "
1993,1069,18,"$28,063 "
1989,1069,15.7,"$24,816 "
2017,1071,16.6,"$42,658 "
2016,1071,17.5,"$41,407 "
2015,1071,18.4,"$40,201 "
2014,1071,22,"$36,923 "
2013,1071,16.9,"$37,204 "
2012,1071,16.4,"$39,618 "
2011,1071,17.9,"$36,746 "
2010,1071,19.9,"$36,158 "
2009,1071,16.4,"$35,015 "
2008,1071,16.9,"$36,597 "
2007,1071,17.6,"$36,178 "
2006,1071,15.5,"$37,545 "
2005,1071,18.8,"$32,208 "
2004,1071,15.3,"$33,733 "
2003,1071,14.4,"$33,128 "
2002,1071,14.9,"$32,278 "
