FIPS,Year,HeartDeaths,Population
54003,1992,89,60185
54003,1993,87,61467
54003,1994,96,62819
54003,1995,84,63961
54003,1996,92,65525
54003,1997,110,66879
54003,1998,82,68977
54005,1979,53,29816
54005,1980,62,29345
54005,1981,58,29239
54005,1982,50,29218
54005,1983,51,29051
54005,1984,73,28534
54005,1985,53,27920
54005,1986,48,27506
54005,1987,50,26409
54005,1988,55,25834
54005,1989,54,25134
54005,1990,48,24739
54005,1991,31,24749
54005,1992,32,25043
54005,1993,39,24723
54005,1994,44,24652
54005,1995,39,24567
54005,1996,56,24623
54005,1997,37,24553
54005,1998,57,24116
54007,1979,22,12925
54007,1980,36,13037
54007,1981,31,13279
54007,1982,34,13282
54007,1983,23,13364
54007,1984,33,13135
54007,1985,22,13176
54007,1986,21,12974
54007,1987,27,12690
54007,1988,22,12463
54007,1989,30,12109
54007,1990,26,12012
54007,1991,14,12221
54007,1992,30,12236
54007,1993,22,12584
54007,1994,13,12677
54007,1995,22,12935
54007,1996,13,13080
54007,1997,13,13085
54007,1998,22,13219
54009,1979,64,29245
54009,1980,65,29801
54009,1981,54,29502
54009,1982,65,29035
54009,1983,55,28194
54009,1984,59,27635
54009,1985,52,27178
54009,1986,61,26792
54009,1987,54,26228
54009,1988,48,25756
54009,1989,55,25442
54009,1990,57,25264
54009,1991,55,24984
54009,1992,37,24711
54009,1993,48,24794
54009,1994,49,24639
54009,1995,47,24624
54009,1996,32,24310
54009,1997,34,23979
54009,1998,42,23771
54011,1979,234,101857
54011,1980,222,100976
54011,1981,237,101146
54011,1982,227,99687
54011,1983,220,100087
54011,1984,218,98917
54011,1985,209,97845
54011,1986,198,95451
54011,1987,160,93913
54011,1988,194,92105
54011,1989,180,91077
54011,1990,183,90034
54011,1991,172,90229
54011,1992,158,90381
54011,1993,159,90997
54011,1994,159,91639
54011,1995,145,91536
54011,1996,136,91340
54011,1997,158,90755
54011,1998,160,89990
54013,1979,12,7653
54013,1980,23,7806
54013,1981,15,7934
54013,1982,16,7923
54013,1983,24,7888
54013,1984,9,7974
54013,1985,23,7856
54013,1986,17,7934
54013,1987,14,7684
54013,1988,18,7505
54013,1989,11,7309
54013,1990,19,7308
54013,1991,17,7233
54013,1992,15,7263
54013,1993,15,7270
54013,1994,12,7172
54013,1995,16,7139
54013,1996,11,7177
54013,1997,12,7101
54013,1998,10,7070
54015,1979,26,10274
54015,1980,32,10781
54015,1981,29,10828
54015,1982,18,10746
54015,1983,27,10623
54015,1984,22,10636
54015,1985,18,10420
54015,1986,19,10346
54015,1987,24,10065
54015,1988,18,9890
54015,1989,17,9633
54015,1991,15,9352
54015,1992,17,9404
54015,1993,13,9507
54015,1994,15,9510
54015,1995,13,9613
54015,1996,15,9651
54015,1997,20,9752
54015,1998,16,9745
54017,1979,15,6969
54017,1980,12,6971
54017,1981,17,7094
54017,1982,13,7096
54017,1983,13,7085
54017,1984,12,7020
54017,1985,8,6996
54017,1986,9,6897
54017,1987,15,6805
54017,1988,6,6706
54017,1991,12,6599
54017,1992,10,6604
54017,1993,14,6661
54017,1994,17,6654
54017,1995,10,6769
54017,1996,11,6677
54017,1998,12,6894
54019,1979,163,55494
54019,1980,132,55026
54019,1981,128,54399
54019,1982,145,54089
54019,1983,155,53891
54019,1984,106,52855
54019,1985,143,51494
54019,1986,121,49977
54019,1987,120,48287
54019,1988,114,46580
54019,1989,127,45138
54019,1990,110,44508
54019,1991,100,44325
54019,1992,115,44437
54019,1993,84,44792
54019,1994,93,44725
54019,1995,94,45217
54019,1996,71,45388
54019,1997,91,44923
54019,1998,92,44329
54021,1979,17,7698
54021,1980,12,7852
54021,1981,14,8073
54021,1982,12,8225
54021,1983,22,8199
54021,1984,10,8036
54021,1985,7,7846
54021,1986,7,7754
54021,1987,15,7638
54021,1988,16,7592
54021,1990,12,7029
54021,1992,15,6846
54021,1993,11,6850
54021,1996,14,6660
54023,1979,24,9568
54023,1980,12,9727
54023,1981,22,9795
54023,1982,17,9847
54023,1983,17,9766
54023,1984,20,9851
54023,1985,17,9742
54023,1986,18,9733
54023,1987,11,9704
54023,1988,17,9677
54023,1989,17,9732
54023,1990,18,9720
54023,1991,22,9869
54023,1992,17,9973
54023,1993,20,10125
54023,1995,13,10388
54023,1996,16,10422
54023,1997,20,10451
54025,1979,81,35029
54025,1980,86,35595
54025,1981,81,35454
54025,1982,92,34997
54025,1983,69,35151
54025,1984,77,34712
54025,1985,84,34272
54025,1986,55,33707
54025,1987,62,33058
54025,1988,74,32673
54025,1989,65,32164
54025,1990,53,32033
54025,1991,48,32258
54025,1992,57,32414
54025,1993,54,32509
54025,1994,33,32408
54025,1995,58,32453
54025,1996,68,32295
54025,1997,45,32043
54025,1998,58,31832
54027,1979,32,14047
54027,1980,29,14202
54027,1981,26,14375
54027,1982,29,14510
54027,1983,25,14620
54027,1984,37,14568
54027,1985,30,14589
54027,1986,28,14498
54027,1987,32,14745
54027,1988,40,14999
54027,1989,37,15372
54027,1990,23,15614
54027,1991,27,16214
54027,1992,27,16552
54027,1993,20,16949
54027,1994,25,17233
54027,1995,19,17446
54027,1996,27,17825
54027,1997,24,18131
54027,1998,29,18341
54029,1979,91,38492
54029,1980,79,38847
54029,1981,87,38820
54029,1982,76,38622
54029,1983,84,37991
54029,1984,76,37449
54029,1985,80,36330
54029,1986,69,35423
54029,1987,76,34930
54029,1988,64,34149
54029,1989,89,33443
54029,1990,69,33120
54029,1991,60,32878
54029,1992,60,32500
54029,1993,71,32254
54029,1994,63,32019
54029,1995,60,31839
54029,1996,58,31658
54029,1997,55,31167
54029,1998,58,30679
54031,1979,16,9349
54031,1980,19,9513
54031,1981,27,9458
54031,1982,24,9596
54031,1983,18,9756
54031,1984,22,9795
54031,1985,28,9781
54031,1986,21,9785
54031,1987,18,9920
54031,1988,17,10026
54031,1989,18,10131
54031,1990,23,10269
54031,1991,14,10481
54031,1992,21,10566
54031,1993,24,10779
54031,1994,21,10921
54031,1995,12,11104
54031,1996,16,11291
54031,1997,23,11323
54031,1998,16,11539
54033,1979,180,73296
54033,1980,179,73433
54033,1981,163,73318
54033,1982,155,72832
54033,1983,189,72441
54033,1984,184,71262
54033,1985,154,70318
54033,1986,158,68815
54033,1987,142,68253
54033,1988,144,66402
54033,1989,127,65044
54033,1990,131,64132
54033,1991,139,63979
54033,1992,155,64374
54033,1993,116,64499
54033,1994,108,64564
54033,1995,97,64412
54033,1996,96,64361
54033,1997,84,64587
54033,1998,107,64017
54035,1979,39,23958
54035,1980,43,24800
54035,1981,34,25155
54035,1982,35,25082
54035,1983,34,24969
54035,1984,48,24922
54035,1985,27,25100
54035,1986,34,24660
54035,1987,48,24489
54035,1988,41,24540
54035,1989,44,24422
54035,1990,51,24360
54035,1991,30,24364
54035,1992,31,24370
54035,1993,44,24743
54035,1994,30,24845
54035,1995,39,25232
54035,1996,35,25419
54035,1997,39,25637
54035,1998,32,25882
54037,1979,65,28052
54037,1980,64,29313
54037,1981,57,29868
54037,1982,51,30020
54037,1983,55,30132
54037,1984,47,30608
54037,1985,44,31115
54037,1986,52,31960
54037,1987,50,32576
54037,1988,49,33301
54037,1989,61,33817
54037,1990,52,34407
54037,1991,47,35058
54037,1992,51,35673
54037,1993,59,36387
54037,1994,63,36958
54037,1995,53,37345
54037,1996,48,37816
54037,1997,56,38234
54037,1998,57,38810
54039,1979,463,221372
54039,1980,489,221453
54039,1981,456,220736
54039,1982,410,219293
54039,1983,430,216917
54039,1984,461,214340
54039,1985,404,210790
54039,1986,415,207106
54039,1987,419,205429
54039,1988,396,200226
54039,1989,357,196955
54039,1990,323,194565
54039,1991,340,193690
54039,1992,313,194030
54039,1993,328,193881
54039,1994,337,193192
54039,1995,308,192736
54039,1996,317,191193
54039,1997,304,189742
54039,1998,313,188097
54041,1979,48,17973
54041,1980,33,17539
54041,1981,37,17660
54041,1982,46,17601
54041,1983,39,17606
54041,1984,46,17653
54041,1985,38,17527
54041,1986,37,17243
54041,1987,41,16740
54041,1988,35,16354
54041,1989,34,16105
54041,1990,35,15921
54041,1991,23,15802
54041,1992,35,15971
54041,1993,35,15941
54041,1994,24,15932
54041,1995,16,15993
54041,1996,27,15867
54041,1997,24,15813
54041,1998,37,15871
54043,1979,46,22444
54043,1980,42,22749
54043,1981,44,22855
54043,1982,51,22792
54043,1983,33,22809
54043,1984,54,22282
54043,1985,49,21740
54043,1986,38,21791
54043,1987,43,21268
54043,1988,39,20789
54043,1989,33,20502
54043,1990,25,20301
54043,1991,39,20285
54043,1992,38,20425
54043,1993,32,20734
54043,1994,32,20579
54043,1995,32,20749
54043,1996,30,20663
54043,1997,47,20742
54043,1998,30,20673
54045,1979,102,49745
54045,1980,112,48994
54045,1981,114,48663
54045,1982,115,48696
54045,1983,108,48528
54045,1984,100,47465
54045,1985,90,46768
54045,1986,86,45826
54045,1987,95,44657
54045,1988,80,43017
54045,1989,80,41802
54045,1990,83,40946
54045,1991,76,40634
54045,1992,76,40156
54045,1993,77,40202
54045,1994,81,39758
54045,1995,65,39124
54045,1996,83,38383
54045,1997,61,37667
54045,1998,63,37146
54047,1979,111,49537
54047,1980,102,48187
54047,1981,103,47185
54047,1982,96,46412
54047,1983,107,45716
54047,1984,101,44086
54047,1985,114,42743
54047,1986,111,41349
54047,1987,91,39136
54047,1988,98,36623
54047,1989,80,34399
54047,1990,100,33255
54047,1991,66,32103
54047,1992,57,31539
54047,1993,67,30844
54047,1994,71,30046
54047,1995,78,29246
54047,1996,80,28185
54047,1997,60,27252
54047,1998,63,26572
54049,1979,153,62343
54049,1980,141,62062
54049,1981,149,61366
54049,1982,119,61014
54049,1983,124,60956
54049,1984,149,59705
54049,1985,139,58509
54049,1986,106,57453
54049,1987,130,56247
54049,1988,134,54529
54049,1989,127,53431
54049,1990,121,52728
54049,1991,119,52930
54049,1992,95,53237
54049,1993,122,53646
54049,1994,88,53484
54049,1995,96,53317
54049,1996,81,53003
54049,1997,70,52656
54049,1998,86,52250
54051,1979,59,39391
54051,1980,93,39744
54051,1981,68,39270
54051,1982,97,38873
54051,1983,80,38553
54051,1984,84,38049
54051,1985,74,37564
54051,1986,78,36618
54051,1987,76,36172
54051,1988,60,35799
54051,1989,76,35471
54051,1990,60,35102
54051,1991,53,34943
54051,1992,54,34996
54051,1993,56,35178
54051,1994,64,35246
54051,1995,55,34325
54051,1996,57,33940
54051,1997,43,33681
54051,1998,50,33428
54053,1979,53,25258
54053,1980,57,25824
54053,1981,48,25927
54053,1982,57,25700
54053,1983,45,25379
54053,1984,54,25207
54053,1985,42,24985
54053,1986,54,24682
54053,1987,51,24545
54053,1988,59,24200
54053,1989,48,23890
54053,1990,41,23685
54053,1991,49,23570
54053,1992,43,23322
54053,1993,49,23714
54053,1994,51,23783
54053,1995,42,24135
54053,1996,46,24241
54053,1997,49,24351
54053,1998,45,24275
54055,1979,158,71170
54055,1980,153,70344
54055,1981,165,70252
54055,1982,146,70383
54055,1983,162,69799
54055,1984,155,68292
54055,1985,163,66955
54055,1986,135,66224
54055,1987,142,64577
54055,1988,140,62761
54055,1989,116,61543
54055,1990,119,60570
54055,1991,115,60172
54055,1992,133,60180
54055,1993,115,60256
54055,1994,137,59896
54055,1995,82,59607
54055,1996,116,59309
54055,1997,101,58924
54055,1998,86,58439
54057,1979,57,25739
54057,1980,69,26061
54057,1981,50,26213
54057,1982,66,26367
54057,1983,46,26031
54057,1984,53,25675
54057,1985,51,25684
54057,1986,50,25299
54057,1987,73,25325
54057,1988,64,25225
54057,1989,51,25332
54057,1990,41,25100
54057,1991,37,25179
54057,1992,37,25205
54057,1993,38,25315
54057,1994,49,25377
54057,1995,44,25283
54057,1996,40,25509
54057,1997,38,25356
54057,1998,39,25337
54059,1979,93,35900
54059,1980,84,36176
54059,1981,87,36357
54059,1982,91,36661
54059,1983,94,37137
54059,1984,84,36635
54059,1985,65,36087
54059,1986,74,35493
54059,1987,79,34508
54059,1988,62,33748
54059,1989,60,32937
54059,1990,59,32491
54059,1991,71,32138
54059,1992,56,31501
54059,1993,62,31547
54059,1994,47,31218
54059,1995,66,30567
54059,1996,66,29708
54059,1997,62,29160
54059,1998,44,28294
54061,1979,108,71698
54061,1980,103,72198
54061,1981,86,73613
54061,1982,95,73579
54061,1983,90,74213
54061,1984,92,74451
54061,1985,105,73296
54061,1986,93,72807
54061,1987,82,72731
54061,1988,78,72721
54061,1989,67,72460
54061,1990,69,72153
54061,1991,52,73581
54061,1992,61,74584
54061,1993,80,75416
54061,1994,67,75990
54061,1995,76,76684
54061,1996,70,77082
54061,1997,49,77189
54061,1998,62,77357
54063,1979,26,11832
54063,1980,23,12118
54063,1981,28,12125
54063,1982,29,12041
54063,1983,20,11736
54063,1984,24,11874
54063,1985,25,11981
54063,1986,29,11906
54063,1987,27,11680
54063,1988,26,11619
54063,1989,20,11575
54063,1990,13,11536
54063,1991,27,11709
54063,1992,25,11895
54063,1993,17,12210
54063,1994,18,12531
54063,1995,10,12614
54063,1996,16,12743
54063,1997,10,12963
54063,1998,11,13107
54065,1979,22,10081
54065,1980,25,10145
54065,1981,18,10399
54065,1982,29,10389
54065,1983,20,10460
54065,1984,18,10473
54065,1985,28,10536
54065,1986,28,10433
54065,1987,22,10729
54065,1988,16,10960
54065,1989,14,11176
54065,1990,11,11328
54065,1991,14,11690
54065,1992,24,12061
54065,1993,18,12219
54065,1994,15,12360
54065,1995,22,12655
54065,1996,19,12947
54065,1997,18,13216
54065,1998,21,13417
54067,1979,53,26986
54067,1980,42,26992
54067,1981,47,27163
54067,1982,54,27397
54067,1983,42,26987
54067,1984,51,26883
54067,1985,44,26856
54067,1986,45,26625
54067,1987,41,26157
54067,1988,45,25948
54067,1989,46,25398
54067,1990,38,25256
54067,1991,37,25028
54067,1992,48,25128
54067,1993,51,25385
54067,1994,42,25300
54067,1995,32,25413
54067,1996,46,25312
54067,1997,33,25204
54067,1998,43,25098
54069,1979,166,58184
54069,1980,145,57586
54069,1981,147,57202
54069,1982,132,56158
54069,1983,125,54953
54069,1984,129,53512
54069,1985,138,52062
54069,1986,113,50590
54069,1987,125,49553
54069,1988,105,48663
54069,1989,100,47650
54069,1990,91,46844
54069,1991,81,46241
54069,1992,95,46191
54069,1993,74,45992
54069,1994,75,45677
54069,1995,81,45292
54069,1996,88,44883
54069,1997,96,44132
54069,1998,62,43752
54071,1979,19,7248
54071,1980,11,7422
54071,1981,16,7530
54071,1982,20,7433
54071,1983,15,7417
54071,1984,14,7366
54071,1985,18,7562
54071,1986,13,7489
54071,1987,18,7453
54071,1988,14,7528
54071,1989,10,7550
54071,1991,14,7397
54071,1992,12,7388
54071,1995,12,7554
54071,1996,14,7530
54071,1997,11,7531
54071,1998,17,7604
54073,1979,15,7845
54073,1980,13,7894
54073,1981,16,7782
54073,1982,13,7716
54073,1983,10,7666
54073,1984,13,7543
54073,1985,13,7328
54073,1986,9,7263
54073,1987,13,7239
54073,1988,8,7176
54073,1989,12,7099
54073,1991,11,7080
54073,1993,12,6978
54073,1995,16,7002
54073,1996,12,6997
54073,1998,13,7029
54075,1979,36,9296
54075,1980,17,9313
54075,1981,27,9181
54075,1982,27,8968
54075,1983,18,9127
54075,1984,15,9194
54075,1985,19,9009
54075,1986,23,8737
54075,1987,15,8518
54075,1988,17,8393
54075,1989,21,8343
54075,1990,16,8210
54075,1991,12,8132
54075,1992,23,8252
54075,1993,18,8238
54075,1994,21,8403
54075,1995,12,8429
54075,1996,15,8446
54075,1997,14,8445
54075,1998,13,8504
54077,1979,54,28419
54077,1980,56,28869
54077,1981,54,29041
54077,1982,57,29097
54077,1983,52,29032
54077,1984,48,28949
54077,1985,47,28672
54077,1986,43,28407
54077,1987,46,28099
54077,1988,45,27642
54077,1989,42,27356
54077,1990,42,27274
54077,1991,38,27381
54077,1992,45,27494
54077,1993,42,27711
54077,1994,46,27896
54077,1995,43,27824
54077,1996,48,27725
54077,1997,34,27587
54077,1998,41,27553
54079,1979,64,35413
54079,1980,46,36980
54079,1981,58,37236
54079,1982,54,37573
54079,1983,69,37800
54079,1984,55,38476
54079,1985,57,38871
54079,1986,47,39168
54079,1987,57,39658
54079,1988,48,39861
54079,1989,51,40477
54079,1990,56,40958
54079,1991,50,42226
54079,1992,47,43125
54079,1993,51,44298
54079,1994,42,45461
54079,1995,47,46177
54079,1996,69,46786
54079,1997,46,47531
54079,1998,51,48208
54081,1979,190,82963
54081,1980,174,82842
54081,1981,186,82683
54081,1982,212,82825
54081,1983,193,82507
54081,1984,176,81376
54081,1985,168,80776
54081,1986,198,79597
54081,1987,165,77183
54081,1988,159,74896
54081,1989,144,72446
54081,1990,142,72016
54081,1991,143,72180
54081,1992,132,72185
54081,1993,130,72874
54081,1994,121,73063
54081,1995,140,73450
54081,1996,126,74085
54081,1997,107,74275
54081,1998,123,74420
54083,1979,54,27116
54083,1980,58,27290
54083,1981,44,27495
54083,1982,46,27730
54083,1983,69,27720
54083,1984,39,27787
54083,1985,46,27742
54083,1986,53,26842
54083,1987,48,26630
54083,1988,31,26023
54083,1989,46,25999
54083,1990,37,25847
54083,1991,37,26141
54083,1992,37,26218
54083,1993,41,26430
54083,1994,33,26325
54083,1995,38,26497
54083,1996,35,26612
54083,1997,53,26328
54083,1998,37,26275
54085,1979,20,10662
54085,1980,26,10596
54085,1981,28,10645
54085,1982,18,10541
54085,1983,25,10398
54085,1984,26,10384
54085,1985,15,10209
54085,1986,22,10079
54085,1987,17,9801
54085,1988,18,9530
54085,1989,21,9484
54085,1990,12,9371
54085,1991,20,9305
54085,1992,15,9293
54085,1993,15,9339
54085,1994,19,9411
54085,1995,21,9360
54085,1996,20,9385
54085,1997,21,9373
54085,1998,16,9533
54087,1979,33,15073
54087,1980,43,15066
54087,1981,40,14983
54087,1982,31,15354
54087,1983,37,15256
54087,1984,26,15096
54087,1985,25,15052
54087,1986,32,14815
54087,1987,31,14763
54087,1988,24,14722
54087,1989,20,14454
54087,1990,21,14090
54087,1991,23,14055
54087,1992,26,14031
54087,1993,33,14001
54087,1994,32,14097
54087,1995,25,14205
54087,1996,27,14271
54087,1997,26,14216
54087,1998,24,14227
54089,1979,41,14786
54089,1980,44,15066
54089,1981,49,15036
54089,1982,32,14920
54089,1983,27,14795
54089,1984,28,14681
54089,1985,25,14460
54089,1986,21,14293
54089,1987,25,14008
54089,1988,22,13820
54089,1989,20,13564
54089,1990,21,13109
54089,1991,29,12805
54089,1992,23,12901
54089,1993,23,12770
54089,1994,31,12552
54089,1995,30,12532
54089,1996,31,12267
54089,1997,27,12155
54089,1998,25,12161
54091,1979,33,15246
54091,1980,23,15598
54091,1981,35,15540
54091,1982,40,15637
54091,1983,22,15509
54091,1984,39,15434
54091,1985,28,15095
54091,1986,29,14821
54091,1987,31,14543
54091,1988,33,14423
54091,1989,33,14192
54091,1990,32,14044
54091,1991,33,14110
54091,1992,18,14235
54091,1993,20,14304
54091,1994,37,14375
54091,1995,32,14537
54091,1996,22,14576
54091,1997,15,14623
54091,1998,20,14682
54093,1979,25,8136
54093,1980,17,8138
54093,1981,16,8083
54093,1982,23,7938
54093,1983,19,7889
54093,1984,27,7794
54093,1985,15,7792
54093,1986,11,7447
54093,1987,15,7306
54093,1988,13,7267
54093,1989,12,7196
54093,1990,22,7109
54093,1991,12,7124
54093,1992,12,7115
54093,1994,15,7156
54093,1995,11,7059
54093,1996,11,7001
54093,1997,11,6950
54093,1998,17,6827
54095,1979,33,10687
54095,1980,32,10741
54095,1981,28,10733
54095,1982,21,10736
54095,1983,16,10522
54095,1984,15,10308
54095,1985,27,10150
54095,1986,29,9943
54095,1987,18,9765
54095,1988,17,9480
54095,1989,19,9228
54095,1990,13,9123
54095,1991,12,9079
54095,1992,14,9127
54095,1993,16,9174
54095,1994,17,9210
54095,1995,11,9293
54095,1996,16,9251
54095,1997,16,9179
54095,1998,25,8961
54097,1979,39,21889
54097,1980,43,22239
54097,1981,37,22617
54097,1982,41,22932
54097,1983,39,23177
54097,1984,35,23033
54097,1985,38,23011
54097,1986,35,22628
54097,1987,44,22043
54097,1988,25,21650
54097,1989,42,21341
54097,1990,32,21314
54097,1991,35,21410
54097,1992,25,21446
54097,1993,33,21838
54097,1994,29,21871
54097,1995,27,21933
54097,1996,35,21865
54097,1997,36,21967
54097,1998,21,21754
54099,1979,65,43513
54099,1980,72,44231
54099,1981,88,44215
54099,1982,69,44062
54099,1983,84,43954
54099,1984,87,43000
54099,1985,67,41998
54099,1986,87,41486
54099,1987,97,40652
54099,1988,66,40165
54099,1989,72,39665
54099,1990,67,39357
54099,1991,63,39695
54099,1992,64,39796
54099,1993,61,40333
54099,1994,54,40209
54099,1995,66,40426
54099,1996,68,40374
54099,1997,62,40233
54099,1998,57,40169
54101,1979,31,11608
54101,1980,27,11681
54101,1981,24,11575
54101,1982,25,11335
54101,1983,17,11342
54101,1984,17,11152
54101,1985,33,11134
54101,1986,23,10784
54101,1987,20,10506
54101,1988,19,10332
54101,1989,17,10131
54101,1990,15,9980
54101,1991,17,9766
54101,1992,15,9696
54101,1993,18,9765
54101,1994,18,9582
54101,1995,15,9560
54101,1996,16,9520
54101,1997,12,9417
54101,1998,15,9317
54103,1979,39,20880
54103,1980,59,20786
54103,1981,42,20726
54103,1982,42,20437
54103,1983,38,20334
54103,1984,41,20051
54103,1985,38,19597
54103,1986,47,19302
54103,1987,38,18866
54103,1988,36,18688
54103,1989,28,18285
54103,1990,26,18001
54103,1991,33,17869
54103,1992,28,17706
54103,1993,41,17623
54103,1994,34,17378
54103,1995,36,17252
54103,1996,35,17058
54103,1997,20,16871
54103,1998,24,16697
54105,1979,8,4646
54105,1980,13,4703
54105,1981,7,4796
54105,1982,13,4827
54105,1983,6,5004
54105,1984,9,4998
54105,1985,7,5038
54105,1986,7,5095
54105,1987,6,5061
54105,1988,11,4977
54105,1989,11,4942
54105,1993,10,5057
54105,1994,13,5164
54105,1996,11,5324
54105,1998,11,5469
54107,1979,181,88219
54107,1980,184,89147
54107,1981,153,88757
54107,1982,150,87684
54107,1983,138,87219
54107,1984,162,86594
54107,1985,160,85921
54107,1986,166,85257
54107,1987,136,83775
54107,1988,118,83146
54107,1989,133,81855
54107,1990,135,81332
54107,1991,124,81512
54107,1992,118,81968
54107,1993,103,82529
54107,1994,109,82738
54107,1995,130,82781
54107,1996,119,82556
54107,1997,110,82254
54107,1998,114,81984
54109,1979,68,35684
54109,1980,56,35052
54109,1981,68,34450
54109,1982,85,34120
54109,1983,63,33825
54109,1984,72,33085
54109,1985,60,32350
54109,1986,68,31425
54109,1987,62,30393
54109,1988,53,29124
54109,1989,60,28278
54109,1990,48,27854
54109,1991,41,27520
54109,1992,33,27472
54109,1993,41,26949
54109,1994,34,26664
54109,1995,35,26244
54109,1996,51,25889
54109,1997,50,25541
54109,1998,55,25082
55001,1979,33,12643
55001,1980,29,12657
55001,1981,25,13144
55001,1982,28,13414
55001,1983,28,13469
55001,1984,27,13604
55001,1985,38,13790
55001,1986,37,13790
55001,1987,24,14001
55001,1988,21,14083
55001,1989,21,14386
55001,1990,33,14618
55001,1991,31,14804
55001,1992,23,14993
55001,1993,26,15299
55001,1994,33,15763
55001,1995,24,15931
55001,1996,32,16215
55001,1997,23,16577
55001,1998,41,16728
55003,1979,36,15066
55003,1980,31,15585
55003,1981,32,16127
55003,1982,30,16050
55003,1983,38,15983
55003,1984,28,15683
55003,1985,21,15374
55003,1986,37,15214
55003,1987,26,15179
55003,1988,28,15070
55003,1989,24,15085
55003,1990,17,14836
55003,1991,21,14834
55003,1992,33,15041
55003,1993,17,15322
55003,1994,25,15321
55003,1995,16,15441
55003,1996,11,15508
55003,1997,18,15496
55003,1998,23,15465
55005,1979,43,35594
55005,1980,61,36170
55005,1981,59,36831
55005,1982,72,37077
55005,1983,71,37147
55005,1984,73,37249
55005,1985,60,37043
55005,1986,61,36768
55005,1987,52,36997
55005,1988,64,37441
55005,1989,35,37490
55005,1990,50,37505
55005,1991,38,37822
55005,1992,29,38410
55005,1993,39,38832
55005,1994,31,39261
55005,1995,53,39887
55005,1996,53,40182
55005,1997,43,40470
55005,1998,49,40733
55007,1979,28,12786
55007,1980,24,13063
55007,1981,34,13294
55007,1982,31,13349
55007,1983,15,13208
55007,1984,22,13263
55007,1985,22,13094
55007,1986,18,12905
55007,1987,22,12880
55007,1988,24,12913
55007,1989,18,12841
55007,1990,21,12894
55007,1991,20,12944
55007,1992,11,13030
55007,1993,22,13274
55007,1994,22,13390
55007,1995,22,13541
55007,1996,20,13622
55007,1998,13,13646
55009,1979,202,166725
55009,1980,194,168613
55009,1981,233,170088
55009,1982,224,170999
55009,1983,222,171978
55009,1984,214,173724
55009,1985,191,175045
55009,1986,184,177143
55009,1987,177,179015
55009,1988,185,181097
55009,1989,170,182911
55009,1990,164,185239
55009,1991,175,189934
55009,1992,181,193032
55009,1993,160,196906
55009,1994,190,200263
55009,1995,176,203973
55009,1996,177,206999
55009,1997,148,209344
55009,1998,151,211074
55011,1979,19,13503
55011,1980,30,13295
55011,1981,15,13349
55011,1982,19,13300
55011,1983,16,13239
55011,1984,19,13091
55011,1985,19,12970
55011,1986,24,12854
55011,1987,16,12759
55011,1988,15,12676
55011,1989,21,12597
55011,1990,22,12479
55011,1991,22,12385
55011,1992,15,12453
55011,1993,14,12501
55011,1994,15,12572
55011,1997,15,12727
55011,1998,16,12673
55013,1979,28,11190
55013,1980,38,11493
55013,1981,28,11766
55013,1982,25,11845
55013,1983,30,11814
55013,1984,21,11954
55013,1985,19,11941
55013,1986,24,11888
55013,1987,30,11852
55013,1988,16,11984
55013,1989,22,11994
55013,1990,24,11958
55013,1991,19,12050
55013,1992,19,12197
55013,1993,28,12585
55013,1994,24,12831
55013,1995,14,13243
55013,1996,24,13498
55013,1997,19,13645
55013,1998,21,13801
55015,1979,37,29060
55015,1980,45,29712
55015,1981,42,30004
55015,1982,38,30065
55015,1983,31,30385
55015,1984,34,30784
55015,1985,30,30830
55015,1986,30,31199
55015,1987,49,31595
55015,1988,22,32053
55015,1989,20,32472
55015,1990,25,32619
55015,1991,30,33208
55015,1992,16,33803
55015,1993,30,34511
55015,1994,26,35368
55015,1995,20,35850
55015,1996,17,36443
55015,1997,23,37001
55015,1998,24,37590
55017,1979,69,48678
55017,1980,74,49401
55017,1981,67,50254
55017,1982,73,50083
55017,1983,71,49721
55017,1984,66,49578
55017,1985,70,49261
55017,1986,68,48828
55017,1987,65,48720
55017,1988,52,48800
55017,1989,57,48924
55017,1990,62,48828
55017,1991,52,49394
55017,1992,54,49684
55017,1993,48,49984
55017,1994,45,50152
55017,1995,43,50274
55017,1996,50,50302
55017,1997,38,50493
55017,1998,52,50697
55019,1979,50,30268
55019,1980,56,30834
55019,1981,60,30979
55019,1982,63,30674
55019,1983,61,30390
55019,1984,42,30586
55019,1985,52,30047
55019,1986,40,29648
55019,1987,37,29343
55019,1988,32,29535
55019,1989,40,29180
55019,1990,34,29009
55019,1991,30,29243
55019,1992,33,29425
55019,1993,36,29548
55019,1994,21,29714
55019,1995,30,29887
55019,1996,35,30156
55019,1997,27,30309
55019,1998,27,30455
55021,1979,69,39630
55021,1980,66,40449
55021,1981,60,40829
55021,1982,76,40583
55021,1983,60,40375
55021,1984,51,40785
55021,1985,49,40925
55021,1986,42,40916
55021,1987,51,41447
55021,1988,60,41765
55021,1989,41,41794
55021,1990,50,41903
55021,1991,57,42676
55021,1992,40,43385
55021,1993,52,44256
55021,1994,52,45216
55021,1995,39,45815
55021,1996,41,46396
55021,1997,48,46869
55021,1998,45,47686
55023,1979,24,15100
55023,1980,27,15489
55023,1981,26,15608
55023,1982,28,15585
55023,1983,32,15531
55023,1984,22,15259
55023,1985,19,15088
55023,1986,22,15013
55023,1987,15,14969
55023,1988,25,14973
55023,1989,24,14903
55023,1990,20,14735
